id	placeName	lat	lon	def	note type=Mariette	GeoName_URL	Pleiades_URL	TopBib_URL	TMGeo_URL	Wikidata_URL
CoEg_place_00000134	Isques	50.675833	1.65	alias Isku		https://www.geonames.org/3012688			https://www.trismegistos.org/place/25193	https://www.wikidata.org/wiki/Q1064112
CoEg_place_00000135	Briquencque	0	0	Faubourg de Boulogne-sur-Mer						
CoEg_place_00000136	Bretagne	48	3			https://www.geonames.org/3030293			https://www.trismegistos.org/place/3266	https://www.wikidata.org/wiki/Q12130
CoEg_place_00000137	Montreuil (Pas-de-Calais)	50.463611	1.763333			https://www.geonames.org/6618354				https://www.wikidata.org/wiki/Q213344
CoEg_place_00000138	Verton	50.402222	1.649444			https://www.geonames.org/2969613				https://www.wikidata.org/wiki/Q1023874
CoEg_place_00000139	Jérusalem	31.783333	35.216667			https://www.geonames.org/281184	https://pleiades.stoa.org/places/687928	http://topbib.griffith.ox.ac.uk//dtb.html?topbib=704-020-010-100	https://www.trismegistos.org/place/853	https://www.wikidata.org/wiki/Q1218
CoEg_place_00000140	Palestine (province antique)	31.625321	35.145264				https://pleiades.stoa.org/places/687995	http://topbib.griffith.ox.ac.uk//dtb.html?topbib=704-020-010		https://www.wikidata.org/wiki/Q23792
CoEg_place_00000141	Megiddo	32.585278	35.184444			https://www.geonames.org/293357	https://pleiades.stoa.org/places/26356565		https://www.trismegistos.org/place/51013	https://www.wikidata.org/wiki/Q208379
CoEg_place_00000142	Pount	0	0						https://www.trismegistos.org/place/10886	https://www.wikidata.org/wiki/Q282350
CoEg_place_00000143	Chanaan	32.766667	35.333333							https://www.wikidata.org/wiki/Q163329
CoEg_place_00000144	Qadech	34.55781	36.5196			https://www.geonames.org/168753		http://topbib.griffith.ox.ac.uk//dtb.html?topbib=704-020-030-110	https://www.trismegistos.org/place/16930	https://www.wikidata.org/wiki/Q690035
CoEg_place_00000145	Cudytis	0	0	Cité antique mentionnée par Hérodote ; elle est parfois identifiée à Jérusalem.						
CoEg_place_00000146	Enghien-les-Bains	48.969722	2.308056			https://www.geonames.org/3020188				https://www.wikidata.org/wiki/Q255105
CoEg_place_00000147	Toulon	43.125	5.930556			https://www.geonames.org/2972328			https://www.trismegistos.org/place/21742	https://www.wikidata.org/wiki/Q44160
CoEg_place_00000148	Minya	28.083333	30.75	(المنيا [al-Minyā])		https://www.geonames.org/360686	https://pleiades.stoa.org/places/737080	http://topbib.griffith.ox.ac.uk//dtb.html?topbib=407-103	https://www.trismegistos.org/place/3569	https://www.wikidata.org/wiki/Q310117
CoEg_place_00000149	Gare de Lyon	48.844722	2.373611			https://www.geonames.org/2996942				https://www.wikidata.org/wiki/Q747541
CoEg_place_00000150	Gare du Nord	48.882778	2.356667			https://www.geonames.org/2990128				https://www.wikidata.org/wiki/Q745942
CoEg_place_00000151	Écault	50.666628	1.60424							https://www.wikidata.org/wiki/Q3577357
CoEg_place_00000152	Saint-Étienne-au-mont	50.681667	1.625833			https://www.geonames.org/2980283				https://www.wikidata.org/wiki/Q874139
CoEg_place_00000153	Brindisi	40.638333	17.945833			https://www.geonames.org/6540109	https://pleiades.stoa.org/places/442509		https://www.trismegistos.org/place/11496	https://www.wikidata.org/wiki/Q13496
CoEg_place_00000154	Inde	22.8 	83			https://www.geonames.org/1269750	https://pleiades.stoa.org/places/50004		https://www.trismegistos.org/place/903	https://www.wikidata.org/wiki/Q668
CoEg_place_00000155	Valencienne	50.359167	3.525			https://www.geonames.org/2971041			https://www.trismegistos.org/place/43107	https://www.wikidata.org/wiki/Q163795
CoEg_place_00000156	Médéah	36.2675	2.75	(المدية [al-Madīyah])		https://www.geonames.org/2488835			https://www.trismegistos.org/place/20577	https://www.wikidata.org/wiki/Q1982137
CoEg_place_00000157	Berck	50.408333	1.592778			https://www.geonames.org/6617275				https://www.wikidata.org/wiki/Q334301
CoEg_place_00000158	Lille	50.631944	3.0575			https://www.geonames.org/2998324			https://www.trismegistos.org/place/25215	https://www.wikidata.org/wiki/Q648
CoEg_place_00000159	Thmouïs	30.9386	31.5164		Mariette écrit « Thmuïs »	https://www.geonames.org/347290		http://topbib.griffith.ox.ac.uk//dtb.html?topbib=901-116-003		https://www.wikidata.org/wiki/Q4459073
CoEg_place_00000160	La Bourboule	45.588333	2.739167			https://www.geonames.org/3010882				https://www.wikidata.org/wiki/Q539203
CoEg_place_00000161	Palais du Louvre	48.861028 	2.335886 							https://www.wikidata.org/wiki/Q1075988
CoEg_place_00000162	Louqsor	25.696944 	32.642222 	(الأقصر [al-Uqṣur])		https://www.geonames.org/360502	https://pleiades.stoa.org/places/786017	http://topbib.griffith.ox.ac.uk//dtb.html?topbib=901-204-005	http://www.trismegistos.org/place/576	https://www.wikidata.org/wiki/Q130514
CoEg_place_00000163	Lyon	45.758889 	4.841389 			https://www.geonames.org/2996944	https://pleiades.stoa.org/places/167717		https://www.trismegistos.org/place/3272	https://www.wikidata.org/wiki/Q456
CoEg_place_00000164	Cheikh Abd el-Gournah alias Gourna	25.731667 	32.609167 	(شيخ عبد القرنة [Šaīḫ ʿAbd al-Qurnah]) alias (القرنة [al-Qurnah])		https://www.geonames.org/8224894	https://pleiades.stoa.org/places/779439862		https://www.trismegistos.org/place/1341	https://www.wikidata.org/wiki/Q241042
CoEg_place_00000165	Dra Abou’l Nagga	25.735281 	32.620561 	(ذراع أبو النجا [Ḏirāʿ Abū an-Naǧā])		https://www.geonames.org/8449937	https://pleiades.stoa.org/places/318069073		https://www.trismegistos.org/place/1341	https://www.wikidata.org/wiki/Q676508
CoEg_place_00000166	Assassif	25.733492 	32.612833 	(العساسيف [al-ʿAsāsīf])		https://www.geonames.org/361539			https://www.trismegistos.org/place/1341	https://www.wikidata.org/wiki/Q286631
CoEg_place_00000167	grand sphinx	29.975278 	31.137778 			https://www.geonames.org/362903				https://www.wikidata.org/wiki/Q130958
CoEg_place_00000168	Avaris	30.786228 	31.82253 				https://pleiades.stoa.org/places/727080		http://www.trismegistos.org/place/5129	https://www.wikidata.org/wiki/Q309282
CoEg_place_00000169	mont Cenis	45.260162 	6.900895 			https://www.geonames.org/2992851				https://www.wikidata.org/wiki/Q13411496
CoEg_place_00000170	Gebel-Silsileh	24.633333 	32.933333 	(جبل  السلسلة [Ǧabal as-Silsilah])		https://www.geonames.org/8224897			https://www.trismegistos.org/place/699	https://www.wikidata.org/wiki/Q1261930
CoEg_place_00000171	Soudan	15	32			https://www.geonames.org/366755			https://www.trismegistos.org/place/51	https://www.wikidata.org/wiki/Q1049
CoEg_place_00000172	Abou Simbel/Ibsamboul	22.336944 	31.625556 	(أبو سمبل [Abū Simbal])		https://www.geonames.org/362040	https://pleiades.stoa.org/places/721417202		http://www.trismegistos.org/place/33	https://www.wikidata.org/wiki/Q134140
CoEg_place_00000173	Bab-el-Molouk	25.74025 	32.602358 	(وادي  بيبان  الملوك [Wādī Bībān al-Malūk])		https://www.geonames.org/353494	https://pleiades.stoa.org/places/384697574			https://www.wikidata.org/wiki/Q133423
CoEg_place_00000174	Helouan	29.841944 	31.334167 	(حلوان [Ḥulwān])		https://www.geonames.org/355795			http://www.trismegistos.org/place/4918	https://www.wikidata.org/wiki/Q771345
CoEg_place_00000175	Girga	26.341944 	31.889444 	(جرجا [Ǧirǧā])		https://www.geonames.org/355026	https://pleiades.stoa.org/places/756659		https://www.trismegistos.org/place/2400	https://www.wikidata.org/wiki/Q749187
CoEg_place_00000176	Gebel Kilabieh	25.24845 	32.62146 	(الكلابية [al-Kilābiyyah])		https://www.geonames.org/360882				
CoEg_place_00000177	Thinis	26.333333 	31.9 				https://pleiades.stoa.org/places/756659	http://topbib.griffith.ox.ac.uk//dtb.html?topbib=901-208-003	http://www.trismegistos.org/place/2400	https://www.wikidata.org/wiki/Q1153959
CoEg_place_00000178	Tell Balamoum	30.82008	31.43636	(تلّ البلامون [Tall al-Balāmūn])		https://www.geonames.org/361443		http://topbib.griffith.ox.ac.uk//dtb.html?topbib=401-421	http://www.trismegistos.org/place/575	https://www.wikidata.org/wiki/Q2402247
CoEg_place_00000179	Bologne	44.493889 	11.342778 			https://www.geonames.org/6541998	https://pleiades.stoa.org/places/393421		https://www.trismegistos.org/place/14370	https://www.wikidata.org/wiki/Q1891
CoEg_place_00000180	Meïdoum	29.372448 	31.172034 	(ميدوم [Maīdūm])			https://pleiades.stoa.org/places/736958		http://www.trismegistos.org/place/1386	https://www.wikidata.org/wiki/Q1066424
CoEg_place_00000181	Port-Saïd	31.25 	32.283333 			https://www.geonames.org/358619			https://www.trismegistos.org/place/5008	https://www.wikidata.org/wiki/Q134509
CoEg_place_00000182	!!!170 rue de Rivoli = Hôtel du Louvre ?	48.8627286	2.3359078							
CoEg_place_00000184	Persépolis	29.934444 	52.891389 			https://www.geonames.org/110836	https://pleiades.stoa.org/places/922695		https://www.trismegistos.org/place/3629	https://www.wikidata.org/wiki/Q129072
CoEg_place_00000185	Ta-netjer	0	0	Autre forme du nom du pays de Pount						
CoEg_place_00000186	Jourdain	31.76025 	35.55792 				https://pleiades.stoa.org/places/687932			https://www.wikidata.org/wiki/Q40059
CoEg_place_00000187	Réténou	34	36	Désignation égyptienne de la Syrie et de la Palestine antiques						https://www.wikidata.org/wiki/Q1542286
CoEg_place_00000188	Kouch	17.18 	33.83 						https://www.trismegistos.org/place/51	https://www.wikidata.org/wiki/Q241790
CoEg_place_00000189	Cochinchine	10.6822 	106.6649 							https://www.wikidata.org/wiki/Q505503
CoEg_place_imn	À identifier	0	0							
